Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,MonthlyIncome,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,LoanApproved
38,22737,609,employed,bachelor,18,22778,24,single,0,own,875,0.230577478,other,458,227,1894.75,4,54799,1.9327800000000002,1.89320174,1147.455279,0
20,17091,503,employed,associate,0,23153,12,married,0,mortgage,351,0.538452452,auto,8029,2156,1424.25,5,311672,2.36653,2.31824325,2180.188054,0
31,34991,593,employed,doctorate,10,25586,72,married,0,rent,536,0.326460672,home,3079,1140,2915.916667,2,277436,2.44086,2.8465053,744.5950668,0
54,44173,604,self-employed,bachelor,33,22458,24,single,1,mortgage,378,0.225401211,home,4488,283,2375.5,2,43115,1.95458,1.7564454500000002,1116.474993,0
20,96863,570,employed,bachelor,0,28331,72,divorced,2,rent,335,0.500329076,auto,2701,576,8071.916667,4,50256,2.58331,3.01260069,854.6172273,0
31,18324,614,employed,bachelor,10,23898,60,married,0,mortgage,103,0.45044723,home,23456,220,1527.0,6,35683,2.21898,2.24083388,665.5970618,0
26,51469,528,employed,high school,3,17530,48,married,4,own,861,0.176550935,other,1540,568,4289.083333,2,325700,2.4853,2.72879531,603.8369612,0
39,73956,565,employed,high school,21,43606,24,married,0,rent,347,0.058081134,home,1944,415,6163.0,2,61962,2.36106,2.74569378,2381.417551,0
50,29061,628,employed,high school,30,37903,36,married,1,other,398,0.158206122,other,859,1563,2421.75,5,58415,2.08903,1.99474221,1407.59609,0
25,15000,484,employed,master,2,37076,12,single,5,mortgage,206,0.057304303,other,1683,1256,1250.0,3,109894,2.6007599999999997,2.66655769,3553.894107,0
56,59125,491,employed,bachelor,35,29222,72,married,5,mortgage,463,0.142983848,debt consolidation,3644,1794,4927.083333,6,60339,2.9872199999999998,2.73692859,830.1686008,0
36,28085,581,employed,high school,12,21810,36,single,2,own,227,0.179572618,debt consolidation,5263,4961,2340.416667,4,178024,2.1631,2.02798878,813.6514324,0
38,51990,611,unemployed,associate,13,20730,12,married,1,mortgage,471,0.046282684,auto,2214,397,4332.5,4,12046,1.8023,2.0836349100000002,1928.620722,0
38,22256,625,employed,bachelor,14,14138,120,divorced,1,other,522,0.062175188,education,1855,718,1854.666667,6,26113,2.5663799999999997,2.4126497,312.963971,0
29,42470,496,employed,high school,9,24021,36,single,1,rent,194,0.590602915,education,9944,376,3539.166667,7,118572,2.61021,2.4805344600000003,952.5995365,0
27,45183,531,employed,doctorate,5,13959,60,single,0,rent,215,0.559005528,home,1297,1089,3765.25,4,125763,2.5345899999999997,2.47892082,407.9918706,0
58,31069,583,employed,associate,36,30596,60,single,3,rent,471,0.324073281,debt consolidation,3575,2574,2589.083333,7,5680,2.44096,2.46856177,892.4026714,0
23,18627,559,employed,high school,1,11409,60,single,1,own,286,0.053852992,home,1808,2643,1552.25,5,7577,2.36909,2.32419589,323.2130849,0
49,22116,498,employed,associate,27,21942,60,single,4,other,401,0.207321733,other,3185,749,1843.0,8,25406,2.77942,2.95714209,704.1328951,0
42,18425,618,self-employed,high school,17,15806,24,single,2,own,584,0.268087183,home,2079,4748,1535.416667,2,250548,1.81806,1.5325550199999998,768.8269906,0
43,46051,623,employed,high school,22,30185,72,married,1,mortgage,646,0.374581861,auto,1614,4287,3837.583333,5,77360,2.33685,2.17538499,754.0281429,0
61,15000,612,employed,associate,39,19509,60,married,0,own,689,0.28655663,debt consolidation,244,1727,1250.0,8,59020,2.18509,2.15124314,533.4231121,0
41,45854,632,employed,associate,18,34878,60,divorced,4,rent,919,0.397447903,other,2835,1699,3821.166667,4,6744,2.2387799999999998,2.42089169,1007.602996,0
28,66983,524,employed,associate,7,62958,48,single,0,own,198,0.085331812,home,7207,1533,5581.916667,3,27517,2.95958,3.09364771,2301.284752,0
31,27369,556,self-employed,associate,9,73145,36,married,0,rent,643,0.39873572,debt consolidation,18148,3543,2280.75,5,21122,2.80145,2.6653536100000004,2972.581242,0
38,41686,556,employed,high school,13,38847,72,single,1,mortgage,402,0.220160835,education,4131,8835,3473.833333,4,5534,2.75847,2.73237108,1102.492637,0
30,27943,556,employed,associate,4,18744,48,divorced,2,mortgage,123,0.495171105,auto,8796,5260,2328.583333,3,25356,2.35744,2.36930978,607.9129335,0
29,39616,587,unemployed,high school,6,13189,120,divorced,3,rent,676,0.196913633,education,2056,919,3301.333333,4,161957,2.74689,2.89457086,337.4592399,0
26,21246,504,employed,associate,3,22444,36,married,1,own,420,0.073824372,debt consolidation,2939,648,1770.5,4,62444,2.55444,2.45403302,886.9221589,0
41,126158,632,employed,master,18,46315,84,single,3,mortgage,636,0.062557564,auto,1257,447,10513.16667,3,92689,2.55315,2.5334560900000005,1182.233797,0
45,49105,631,employed,high school,23,23061,60,married,0,own,266,0.575758902,auto,6137,942,4092.083333,4,6113,2.12561,1.9995057299999999,610.9120315,0
49,17913,601,self-employed,doctorate,26,38043,48,divorced,2,mortgage,201,0.392531291,debt consolidation,3588,1008,1492.75,6,39876,2.32543,1.860344,1129.544676,0
39,81435,580,employed,high school,15,14512,36,single,2,mortgage,572,0.125368492,home,741,4259,6786.25,3,10726,2.09512,2.16426287,551.5404918,0
50,34904,628,employed,master,27,26850,72,married,3,other,898,0.265804919,debt consolidation,4443,118,2908.666667,5,5245,2.2785,1.8228,615.8549903,0
33,24324,448,employed,master,8,26631,36,married,0,mortgage,323,0.422870916,debt consolidation,2497,841,2027.0,6,5894,2.87631,2.49081285,1057.550361,0
44,41767,630,employed,high school,22,44620,36,married,2,other,430,0.32496533,home,5151,236,3480.583333,2,9754,2.1462,2.16003263,1694.846086,0
27,39644,546,employed,bachelor,6,27197,48,single,0,own,365,0.218811081,auto,10904,10958,3303.666667,5,66367,2.4919700000000002,2.70339392,932.9003068,0
23,33842,522,employed,bachelor,0,14886,12,married,1,own,478,0.237695585,debt consolidation,8867,431,2820.166667,3,20094,2.18886,2.25554142,1397.228126,0
35,22761,533,employed,high school,11,11901,48,married,1,own,680,0.265479381,education,663,2369,1896.75,3,30701,2.40401,2.76785049,412.5890101,0
61,42007,666,employed,master,40,23732,60,married,1,rent,571,0.061887898,education,1868,1144,3500.583333,2,58317,1.95732,1.90541246,616.328149,0
28,51028,545,employed,associate,8,43028,36,single,4,rent,653,0.219584502,auto,5339,2030,4252.333333,6,12545,2.5552799999999998,2.29048327,1663.468398,0
38,82304,554,employed,bachelor,15,10260,84,divorced,0,mortgage,435,0.142494127,home,1827,1899,3582.916667,9,181035,2.5826,3.0390041099999996,296.0598498,0
61,35651,610,employed,bachelor,37,24977,60,single,3,rent,135,0.265181006,debt consolidation,1732,203,2970.916667,6,23275,2.2497700000000003,2.57427055,744.0232785,0
45,33021,597,employed,bachelor,22,36348,36,married,0,own,98,0.166629851,debt consolidation,1834,695,2751.75,4,48645,2.22848,2.16059897,1380.748614,0
65,66648,660,employed,master,45,28223,84,single,0,mortgage,461,0.053151285,home,3963,590,5554.0,2,1349,2.23223,2.37879589,692.646362,0
40,17884,562,employed,high school,17,38029,60,single,3,mortgage,619,0.03271486,education,1998,254,1490.333333,8,59851,2.6202900000000002,2.4327812200000003,1101.264895,0
55,39567,572,employed,high school,31,12789,36,widowed,3,rent,388,0.140383465,home,550,1769,3297.25,3,15786,2.11789,2.2942004899999997,494.6721363,0
46,50635,635,employed,bachelor,24,19020,24,single,1,mortgage,245,0.527630214,auto,3093,4712,4219.583333,3,43102,1.7652,1.82127113,951.5123971,0
35,51626,567,employed,associate,11,30617,48,married,2,rent,175,0.207921089,home,4594,1379,4302.166667,5,4498,2.42117,2.64879696,1040.745854,0
44,106613,567,employed,associate,19,19961,96,single,1,mortgage,212,0.196343189,debt consolidation,5988,335,8884.416667,2,13181,2.71461,2.93047528,540.8090791,0
41,49872,581,employed,master,18,71451,36,single,4,own,305,0.445797873,debt consolidation,2146,1713,4156.0,5,7279,2.65951,2.46185236,2826.483383,0
58,68904,575,employed,associate,36,23905,96,divorced,3,mortgage,432,0.189486672,home,13219,926,5742.0,3,42486,2.7140500000000003,2.31068945,548.1538523,0
56,74267,638,employed,associate,35,30586,72,married,3,mortgage,473,0.338673,debt consolidation,4482,1396,6188.916667,0,13005,2.26586,2.01970053,736.1180956,0
20,32753,606,employed,associate,0,13130,72,divorced,5,rent,535,0.161767722,home,1314,400,2729.416667,6,174327,2.2513,2.70156,370.0959911,0
38,58058,607,employed,high school,18,23988,36,single,1,rent,726,0.125864266,home,8646,565,4838.166667,4,8648,2.05488,2.3003025999999998,928.6066336,0
33,54093,627,employed,associate,12,22822,36,married,2,rent,421,0.062079681,debt consolidation,1312,454,4507.75,8,10295,1.94322,1.7329518499999998,817.4141873,0
43,90988,614,employed,bachelor,22,38483,48,married,1,other,483,0.091180684,auto,6083,413,7582.333333,8,102279,2.26483,2.1752765299999997,1207.289007,0
32,41796,578,unemployed,associate,9,41200,12,married,3,mortgage,593,0.380241589,other,262,1146,3483.0,7,8922,2.172,2.06241788,3828.860105,0
52,63595,540,employed,associate,28,18960,24,single,0,mortgage,575,0.087165199,auto,2239,484,5299.583333,5,26642,2.2396,2.59990927,1021.453114,0
41,64713,616,employed,high school,21,19758,24,married,3,mortgage,313,0.351829691,home,4934,1757,5392.75,2,78688,1.86758,2.15117603,1020.251029,0
32,31979,505,employed,high school,9,21669,48,married,0,mortgage,327,0.396381996,auto,7374,6047,2664.916667,6,17130,2.6416899999999996,2.73356128,746.9961667,0
26,57467,552,employed,bachelor,8,28297,36,widowed,1,mortgage,360,0.186546234,debt consolidation,7880,3733,4788.916667,3,40490,2.37297,2.41189858,1111.940632,0
43,34448,545,employed,master,24,25994,36,married,5,rent,221,0.522840428,home,15953,1318,2870.666667,9,8695,2.3849400000000003,2.6414350800000004,1053.06036,0
42,31220,578,employed,associate,17,26780,84,married,2,own,1051,0.245611408,debt consolidation,765,3444,2601.666667,5,6973,2.6278,2.66883802,707.0197792,0
36,24284,581,self-employed,high school,11,9921,96,married,2,mortgage,298,0.10511714,home,2574,263,2023.666667,8,109778,2.54421,3.0381230799999996,276.2297935,0
22,68067,613,employed,bachelor,0,55965,96,married,4,other,810,0.143006448,home,4342,435,5672.25,9,115064,2.84465,2.88694376,1499.42738,0
25,139954,439,unemployed,high school,3,40858,48,single,0,rent,293,0.448911039,auto,427,1429,11662.83333,2,45696,3.1635799999999996,3.12445458,1500.854523,0
38,20714,559,unemployed,high school,15,17299,24,widowed,3,own,282,0.301659447,education,15692,12538,1726.166667,5,89855,2.12799,2.10485836,889.3332393,0
42,24406,602,unemployed,associate,22,11705,48,married,2,rent,272,0.19748497,education,4160,2557,2033.833333,4,3170,2.05705,1.74791233,340.6566983,0
26,60312,596,employed,bachelor,2,51935,48,married,3,rent,561,0.250302876,education,889,1205,5026.0,6,186592,2.48935,2.59374565,1749.281366,0
23,34368,460,employed,bachelor,3,26856,48,single,1,mortgage,267,0.428589405,debt consolidation,2130,116,2864.0,3,6860,2.9185600000000003,2.7912492799999997,934.6450061,0
63,51707,594,employed,high school,43,30286,72,single,0,mortgage,294,0.318538805,home,2189,1100,4308.916667,2,49651,2.48286,2.30550989,780.0522552,0
18,47844,575,self-employed,high school,0,42385,36,married,4,rent,408,0.597458625,home,17549,832,3987.0,6,67855,2.39885,2.49493549,1684.085123,0
32,19978,634,self-employed,master,11,23381,48,single,3,rent,429,0.194112609,debt consolidation,3134,671,1664.833333,5,138289,2.01381,2.15791633,731.3121326,0
50,41181,536,self-employed,associate,28,31641,36,married,0,other,398,0.087021582,home,1516,1697,3431.75,5,10142,2.4864100000000002,2.5704993,1269.868386,0
23,53694,548,employed,high school,0,9649,60,married,3,own,662,0.324635576,home,2359,768,4474.5,3,1722,2.40649,2.36299616,275.5135258,0
31,41974,588,employed,master,11,14292,36,divorced,3,own,413,0.227148096,debt consolidation,4221,1942,3497.833333,2,3568,2.05292,2.2490870199999997,549.4539767,0
18,57679,555,employed,master,0,29670,48,married,2,rent,429,0.53082476,home,1425,6711,4806.583333,8,3990,2.4717000000000002,2.85334115,1043.13907,0
44,48081,632,employed,associate,23,29650,72,divorced,1,mortgage,310,0.209222816,home,15632,3434,4006.75,1,17126,2.2864999999999998,2.0959208400000002,726.7829077,0
19,23477,570,employed,master,0,12897,24,married,3,own,301,0.478481363,debt consolidation,4810,1670,1956.416667,7,113434,2.02897,1.81278981,644.6684282,0
37,42915,545,employed,high school,13,23148,36,single,0,rent,202,0.269651437,auto,1947,803,3576.25,8,5895,2.35648,2.21026443,885.2622657,0
49,44015,640,employed,bachelor,24,41211,48,married,2,other,382,0.078378372,debt consolidation,3810,780,3667.916667,6,15516,2.1621099999999998,2.45059731,1355.107741,0
47,37738,556,employed,high school,22,22278,48,married,2,rent,276,0.232817383,education,5558,532,3144.833333,6,74944,2.39278,2.38783681,724.8064783,0
30,83445,589,employed,master,9,23933,36,married,0,rent,646,0.169882634,other,4541,2705,6953.75,4,23108,2.14433,1.98400715,887.4869923,0
41,23483,613,employed,bachelor,16,32523,24,married,0,mortgage,254,0.387721462,debt consolidation,1721,1404,1956.916667,8,32274,2.01023,2.23121351,1692.250556,0
22,108364,590,employed,associate,0,22248,84,divorced,0,rent,750,0.078317533,education,3143,522,9030.333333,7,1430,2.5224800000000003,2.69461183,591.1082979,0
38,20876,600,employed,associate,12,28177,84,single,2,mortgage,551,0.498611118,home,2120,884,1739.666667,5,5290,2.53177,2.9190132,790.3767264,0
31,49476,434,employed,bachelor,7,15335,24,divorced,3,own,690,0.149499999,auto,14212,4029,4123.0,6,1244,2.7333499999999997,2.7517322500000003,837.9479951,0
50,60208,643,employed,bachelor,26,30048,24,married,1,rent,204,0.395992455,auto,7132,932,5017.333333,2,9583,1.83548,1.8354021200000001,1505.264321,0
27,90940,560,employed,high school,6,18906,60,widowed,5,rent,409,0.287585046,debt consolidation,1836,925,7578.333333,11,147285,2.43906,2.2285580499999997,525.2375772,0
33,53166,626,employed,bachelor,15,43982,60,married,4,other,240,0.451212524,auto,2015,1131,4430.5,6,188810,2.35982,2.78277997,1364.850186,0
27,50143,580,employed,bachelor,2,54299,48,widowed,0,other,644,0.305011264,home,781,868,4178.583333,8,22777,2.59299,2.6406028900000003,1843.241472,0
18,77710,458,employed,associate,0,19366,36,married,2,mortgage,1219,0.44625887,auto,9098,3054,6475.833333,6,50381,2.75366,2.68807502,789.3826773,0
47,30729,573,employed,high school,24,9246,84,married,1,own,673,0.103662223,auto,1703,574,2560.75,0,3636,2.4774599999999998,2.21234954,217.3019051,0
25,22234,541,employed,high school,2,22733,36,married,1,mortgage,517,0.517063697,education,1760,709,1852.833333,9,87796,2.37233,2.23316978,872.0893468,0
40,41503,569,employed,bachelor,16,20435,48,single,1,own,269,0.092264558,home,2213,148,3458.583333,5,38572,2.3093500000000002,2.58694806,687.5134433,0
38,102571,559,employed,high school,18,8306,72,married,2,rent,639,0.380266653,debt consolidation,3913,4508,8547.583333,0,8478,2.43806,2.23892347,210.6209335,0
40,19874,574,employed,master,17,16803,96,married,0,own,667,0.185532567,debt consolidation,1385,446,1656.166667,4,4714,2.6480300000000003,2.26616103,380.4593049,0
39,62200,479,employed,high school,15,18666,48,single,3,rent,425,0.125965078,home,4221,737,5183.333333,5,6146,2.7416600000000004,2.54466474,623.5700097,0
31,18882,549,employed,bachelor,7,34311,48,single,0,own,351,0.358805865,debt consolidation,3432,1244,1573.5,3,21408,2.5481100000000003,2.72994014,1182.097368,0
34,27943,530,employed,bachelor,10,13164,60,divorced,0,rent,479,0.206122089,auto,3527,110,2328.583333,5,106844,2.53164,2.9721355999999997,423.6498007,0
52,59076,617,employed,associate,30,28510,60,married,0,other,355,0.104853433,home,1345,994,4923.0,8,3486,2.2500999999999998,2.11393726,773.5281718,0
40,44510,593,employed,associate,20,15873,36,single,2,own,365,0.007971789,debt consolidation,9730,740,3709.166667,4,12760,2.04373,1.8991090099999999,581.7695029,0
32,49885,568,self-employed,bachelor,8,39934,72,married,3,mortgage,445,0.452103679,debt consolidation,2403,425,4157.083333,5,77838,2.70934,2.71913616,1130.022912,0
24,20921,559,unemployed,high school,0,15655,72,married,1,own,314,0.492182847,education,6242,1314,1743.416667,2,153804,2.51155,2.75990204,447.0070475,0
38,40885,517,unemployed,master,12,21524,36,married,0,mortgage,175,0.656943098,education,4616,3257,3407.083333,2,38207,2.48024,2.5034761999999997,856.1862647,0
25,124859,610,employed,master,0,41917,60,divorced,0,mortgage,512,0.343963157,auto,9431,1135,10404.91667,2,42646,2.41917,2.7246475599999997,1286.131521,0
43,75736,595,employed,bachelor,22,22222,12,divorced,2,rent,339,0.2073315,other,4280,2587,6311.333333,4,8242,1.89722,1.96695983,2055.011659,0
38,21917,514,employed,master,15,36912,36,married,2,mortgage,230,0.418238415,education,10190,1056,1826.416667,3,20708,2.64912,2.9016834000000005,1547.161831,0
31,55082,542,employed,bachelor,9,32621,72,divorced,2,mortgage,474,0.337756744,education,726,425,4590.166667,7,80854,2.76621,2.83128866,946.1732305,0
59,32919,680,employed,doctorate,40,24046,24,single,2,rent,268,0.226129152,education,1601,1745,2743.25,6,27761,1.59046,1.63891921,1181.843438,0
57,78839,606,employed,master,37,56054,36,married,1,mortgage,405,0.114372384,home,713,1716,6569.916667,2,30799,2.38054,2.52011484,2234.664911,0
38,30651,584,employed,bachelor,15,24318,36,divorced,2,other,448,0.390482364,other,240,2523,2554.25,5,9379,2.1731800000000003,2.22515329,931.8828205,0
56,36567,620,employed,associate,32,30953,36,single,1,rent,177,0.524333401,auto,3141,172,3047.25,4,62957,2.05953,1.96719895,1145.157749,0
27,17459,604,employed,high school,5,18785,48,married,3,rent,432,0.197788773,education,7575,2165,1454.916667,8,19916,2.11785,2.2043721499999998,592.2876466,0
44,58405,574,self-employed,high school,23,12506,36,married,2,mortgage,456,0.481334565,education,1017,627,4867.083333,1,13390,2.10506,2.21340191,478.4773116,0
64,67280,657,employed,doctorate,40,46133,36,divorced,0,mortgage,598,0.047829607,auto,741,287,5606.666667,2,5418,2.02633,1.94909809,1702.52604,0
46,24065,427,employed,bachelor,23,31177,24,divorced,2,own,348,0.315679589,debt consolidation,1428,3883,2005.416667,6,11991,2.9267700000000003,2.6799040200000004,1692.237728,0
38,57888,571,employed,high school,18,8943,72,single,0,mortgage,121,0.492566562,home,5373,348,4824.0,6,84994,2.38443,2.5841032200000003,245.5349131,0
48,76842,585,employed,high school,25,12753,60,married,1,rent,362,0.25093344,other,7399,1970,6403.5,7,3028,2.25253,2.12938517,347.1228991,0
29,25472,554,unemployed,high school,6,33556,96,divorced,2,rent,326,0.23410034,debt consolidation,2126,1786,2122.666667,9,15959,2.9155599999999997,2.66863185,849.0157407,0
43,78133,558,employed,bachelor,23,12219,84,married,3,mortgage,683,0.309700002,debt consolidation,1442,1549,6511.083333,6,20462,2.5821899999999998,2.6616827599999997,322.0253004,0
21,32963,581,employed,bachelor,1,24223,36,married,3,mortgage,423,0.264320539,home,1885,1807,2746.916667,6,66133,2.18723,2.479334,960.4566689,0
36,48778,594,self-employed,bachelor,12,34184,96,single,1,mortgage,302,0.344660659,auto,4419,249,4064.833333,8,14881,2.72184,2.84803517,906.703209,0
18,90725,575,unemployed,high school,0,32973,48,widowed,3,mortgage,166,0.076368957,education,19663,381,7560.416667,4,216673,2.40473,2.28620879,1054.343289,0
44,15000,632,employed,bachelor,25,26948,12,married,0,mortgage,511,0.354837644,education,201,3903,1250.0,5,4091,1.75948,2.111376,2510.701506,0
36,109774,600,employed,master,13,10756,120,married,1,mortgage,391,0.320846114,auto,5447,4397,9147.833333,4,54981,2.65756,3.189072,298.6790934,0
39,36778,505,employed,high school,14,15331,84,married,1,own,713,0.744575585,home,1224,1509,3064.833333,4,38370,2.87831,2.4591959599999997,384.0620075,0
54,40046,642,employed,associate,32,57939,84,single,4,rent,449,0.214451871,debt consolidation,902,937,3337.166667,5,28316,2.6193899999999997,2.53069164,1477.919615,0
55,35138,574,employed,doctorate,32,35344,36,married,1,other,730,0.500149395,education,7215,2014,2928.166667,6,2689,2.33344,2.19292828,1348.51069,0
22,40340,585,unemployed,associate,0,22566,24,married,4,own,567,0.179491572,other,472,363,3361.666667,7,321600,2.05066,2.06351487,1155.528612,0
43,38334,601,self-employed,associate,25,33209,72,married,1,rent,1188,0.0843272,other,482,921,3194.5,2,5560,2.47709,2.49755378,894.058297,0
46,57480,578,employed,master,25,36339,48,divorced,2,mortgage,755,0.398588597,education,1318,2844,4790.0,3,41600,2.42339,2.49037817,1202.947569,0
48,42140,624,employed,bachelor,27,23545,96,married,4,own,447,0.020165391,other,1532,304,3511.666667,2,106929,2.4654499999999997,2.61846129,587.7655,0
26,64115,609,employed,master,1,28879,108,divorced,2,rent,319,0.541356387,education,2177,520,5342.916667,5,4377,2.69379,2.97553893,770.8016641,0
67,41160,621,employed,associate,44,33867,60,single,3,rent,611,0.183178741,education,25669,1460,3430.0,4,35688,2.28367,1.9408630900000001,886.1609895,0
24,58128,563,employed,bachelor,4,28367,48,divorced,4,other,356,0.437811412,home,560,876,4844.0,6,59150,2.41867,2.75657005,981.6141669,0
36,60707,584,employed,high school,13,41244,36,married,4,mortgage,769,0.26965791,auto,1410,1324,5058.916667,2,65360,2.34244,2.73405161,1691.33876,0
56,44432,605,self-employed,bachelor,36,15783,96,married,2,mortgage,630,0.352491413,auto,2532,725,3702.666667,5,81210,2.48283,2.49903408,381.4160735,0
26,34407,499,employed,bachelor,3,19433,48,widowed,0,rent,343,0.493625703,other,292,571,2867.25,5,2312,2.64933,2.4519727099999997,639.1479445,0
40,36779,614,employed,bachelor,16,19104,36,married,1,mortgage,329,0.150129964,auto,3528,2366,3064.916667,2,184940,1.97104,2.0094654,710.8947938,0
45,83417,569,unemployed,associate,19,30023,84,single,2,other,980,0.170450268,home,992,1237,6951.416667,4,148099,2.7052300000000002,2.71511352,801.7047577,0
33,25869,620,employed,associate,10,11117,96,married,5,rent,464,0.118562955,education,1709,2611,2155.75,7,134698,2.36117,2.12448499,241.6390685,0
18,47242,564,employed,master,0,25337,72,single,3,own,387,0.046282251,home,3269,4402,3936.833333,4,172058,2.58337,2.64791767,705.6832779,0
20,15000,524,self-employed,bachelor,0,11028,72,single,2,other,486,0.030371244,home,5905,1747,1250.0,5,18144,2.6402799999999997,2.70890962,311.3547835,0
27,57137,420,employed,associate,5,24968,96,single,4,other,638,0.244765889,home,8956,631,4761.416667,4,60012,3.49968,3.87023916,845.4134657,0
43,31389,529,employed,high school,19,15702,96,divorced,2,mortgage,407,0.087333137,education,5793,968,2615.75,3,82345,2.8620200000000002,2.7693611000000002,408.0210964,0
18,43586,579,employed,bachelor,0,13634,60,married,4,own,448,0.268399777,other,818,1403,3632.166667,4,31745,2.29134,2.11742578,370.18323,0
47,64818,547,employed,high school,28,44320,60,married,3,mortgage,182,0.268222845,debt consolidation,8797,554,5401.5,2,5662,2.7582,2.76203822,1369.807289,0
21,18264,566,employed,bachelor,0,16076,24,married,0,other,168,0.556935423,education,2152,2534,1522.0,3,192922,2.08076,1.73579069,797.6012409,0
25,110966,580,employed,master,4,44763,48,divorced,0,rent,938,0.451679417,home,18385,1287,9247.166667,4,15560,2.49763,2.5217277399999998,1489.64229,0
56,28050,543,employed,high school,33,20844,72,divorced,0,own,461,0.695541869,home,10025,105,2337.5,5,46988,2.64344,2.62810039,577.9734123,0
70,96880,568,employed,high school,48,27439,96,divorced,0,mortgage,573,0.204116834,home,2468,1096,8073.333333,6,131348,2.78439,3.18683489,792.7210491,0
40,50371,621,unemployed,high school,21,31303,36,single,2,rent,721,0.263012708,home,1501,3596,4197.583333,5,217930,2.05803,2.469636,1239.580355,0
25,50337,523,employed,associate,2,7275,48,single,3,rent,695,0.250573193,other,871,889,4194.75,4,59403,2.40775,2.34335781,234.9060355,0
30,15704,581,employed,bachelor,7,25034,12,single,1,mortgage,315,0.270405283,home,1032,2618,1308.666667,7,2840,1.99534,2.15872195,2338.071281,0
35,69649,558,employed,high school,13,22969,24,divorced,1,mortgage,256,0.371416466,education,3011,4044,5804.083333,6,5634,2.18969,2.31071835,1204.185079,0
22,22866,528,employed,bachelor,0,23364,108,married,0,mortgage,698,0.539333561,debt consolidation,7913,3839,1905.5,6,29516,3.0436400000000003,2.65031649,569.8591414,0
37,72677,517,unemployed,high school,17,25334,48,single,0,rent,535,0.096206934,home,13151,3923,6056.416667,5,72176,2.61834,2.65757521,862.420796,0
40,15054,546,employed,associate,16,16202,60,married,3,own,349,0.253730456,auto,2128,524,1254.5,4,191368,2.48202,2.17339612,445.0343298,0
34,21881,569,employed,high school,14,11428,60,widowed,3,mortgage,275,0.146806119,education,459,971,1823.416667,7,370355,2.31928,2.3528460200000003,325.6399357,0
42,47918,584,employed,bachelor,19,16459,36,single,3,rent,441,0.200237026,debt consolidation,2695,722,3993.166667,1,45146,2.09459,2.26716257,634.3097836,0
57,50023,639,employed,master,37,17079,24,married,3,rent,297,0.156426908,auto,2655,733,4168.583333,3,85210,1.7257900000000002,1.9214425099999999,862.7090906,0
37,34287,523,employed,high school,15,30223,120,married,1,own,261,0.328554571,home,564,3754,2857.25,6,38535,3.23723,2.66359754,722.708836,0
45,21740,568,unemployed,master,20,48512,60,married,4,own,372,0.15437798,other,2409,1629,1811.666667,4,287852,2.6951199999999997,2.68416757,1476.74261,0
32,51970,572,employed,bachelor,8,24725,60,single,0,own,278,0.140764636,education,1602,1069,4330.833333,9,40958,2.43725,2.6273837500000004,744.2917069,0
35,43324,488,employed,associate,17,33012,36,single,0,mortgage,318,0.16913553,debt consolidation,9606,2791,3610.333333,4,56204,2.7401199999999997,2.61963449,1333.529193,0
57,51900,605,employed,doctorate,32,42776,72,married,2,mortgage,384,0.35452893,debt consolidation,1123,673,4325.0,3,28588,2.55276,2.3716726599999998,1118.812054,0
34,27365,589,employed,master,11,12967,72,married,4,mortgage,303,0.217758838,debt consolidation,350,818,2280.416667,5,6525,2.33467,2.3852264400000003,340.2180282,0
33,31931,577,employed,associate,10,18632,24,widowed,1,other,728,0.038743458,home,6445,1952,2660.916667,10,5374,2.05132,1.9395821999999998,942.8003855,0
63,99041,578,employed,high school,39,21809,96,married,2,own,280,0.125675259,debt consolidation,984,3238,8253.416667,8,2369,2.67809,2.9839003699999997,598.9715613,0
31,68294,556,employed,high school,8,30889,84,divorced,1,own,183,0.313963142,auto,865,1062,5691.166667,4,2075,2.77889,2.95192509,873.2448051,0
34,15043,475,employed,doctorate,14,42087,60,single,2,rent,457,0.370269891,debt consolidation,3340,1896,1253.583333,0,11657,3.09587,2.49052731,1232.97294,0
40,21124,648,self-employed,doctorate,19,32398,48,married,0,mortgage,263,0.256794753,home,13264,2858,1760.333333,7,162174,2.03398,2.38817682,1054.117763,0
68,58068,602,unemployed,associate,47,12351,48,married,0,own,257,0.256214335,home,3798,1736,4839.0,5,132556,2.06351,2.36216297,400.0860943,0
43,48755,617,employed,associate,22,18336,48,divorced,3,mortgage,425,0.151865601,auto,8705,771,4062.916667,6,8545,2.0483599999999997,2.20353973,578.0478644,0
40,60822,535,employed,high school,19,22802,24,married,1,other,242,0.068650455,education,1441,890,5068.5,3,13108,2.30302,2.19551003,1182.420159,0
63,89082,490,employed,high school,35,24972,36,single,1,mortgage,442,0.103032561,home,408,5344,7423.5,4,32523,2.64972,2.5027129500000003,993.2407177,0
53,65853,521,employed,bachelor,29,29356,24,married,2,other,408,0.480558737,education,14320,1498,5487.75,6,267853,2.43856,2.73516788,1601.624596,0
45,50780,561,employed,associate,23,23773,36,married,2,own,449,0.149348122,home,9975,2238,4231.666667,2,18166,2.28273,2.0809165199999997,893.3217424,0
