Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
32,50643,615,unemployed,bachelor,8,28274,72,married,3,own,524,0.497656588,2,0,0.271738838,0,education,0,24,29,4055,754,14747,20435,4220.25,0.636612105,8,8783,0.235774,0.22307777,715.5906259,0.293724454,53.0,0
64,36477,577,employed,high school,44,28510,72,married,1,rent,210,0.052107236,4,2,0.351762968,0,education,0,25,18,313,607,108038,28726,3039.75,0.832089132,4,79312,0.25501,0.281580193,824.133995,0.340203634,52.0,0
36,65725,612,employed,master,16,66553,60,married,3,mortgage,983,0.319397704,3,0,0.399407717,0,other,0,29,22,2676,169,23582,3487,5477.083333,0.609589229,11,20095,0.265553,0.288989704,2108.425069,0.564429073,51.0,0
18,19540,544,employed,bachelor,0,7882,24,widowed,1,own,135,0.566490829,3,3,0.110527392,0,auto,0,17,3,563,5173,169002,51407,1628.333333,0.799284893,4,117595,0.210882,0.199686813,401.0401341,0.329195579,52.0,0
31,37324,584,self-employed,doctorate,7,13907,48,married,0,rent,231,0.356879422,3,0,0.528554419,0,debt consolidation,0,29,22,1634,3050,23851,48528,3110.333333,0.864443697,4,10633,0.216907,0.2241569,441.2995146,0.21615031,62.0,0
37,107613,508,employed,bachelor,11,17209,108,married,0,rent,219,0.245021392,2,2,0.58675999,0,debt consolidation,0,22,2,3227,1102,59077,11782,8967.75,0.746420854,7,47295,0.308209,0.319097551,486.1784995,0.078634942,61.0,0
37,145021,508,employed,bachelor,14,44140,36,divorced,2,mortgage,389,0.159721856,3,1,0.43019128,0,home,1,19,6,3780,16364,20144,10043,12085.08333,0.689752254,4,10101,0.27514,0.282072354,1830.734223,0.183675541,61.0,0
26,33649,546,employed,associate,4,22496,108,married,1,own,675,0.083038401,4,0,0.108416121,0,auto,0,18,21,24587,2045,64286,10851,2804.083333,0.880033978,6,53435,0.294496,0.308267739,617.8169474,0.461047977,48.0,0
50,50425,567,self-employed,associate,29,40781,48,divorced,3,other,532,0.093139065,3,0,0.245196958,0,other,0,20,3,6271,2998,13724,117227,4202.083333,0.910836728,4,7650,0.252281,0.204240738,1250.213479,0.424126163,57.0,0
69,97718,668,employed,bachelor,47,15738,72,single,0,mortgage,628,0.174709934,2,1,0.346328306,0,auto,0,19,14,7930,583,131828,113055,8143.166667,0.480407041,7,18773,0.196738,0.230017849,404.8471608,0.126836058,46.0,0
29,51989,517,employed,bachelor,5,26850,72,married,3,mortgage,351,0.169492133,5,0,0.486149061,0,auto,0,22,3,1462,391,54547,10095,4332.416667,0.837484158,6,44452,0.28335,0.308280968,822.1477906,0.270783694,58.0,0
32,30134,570,employed,bachelor,9,22377,36,single,3,mortgage,400,0.690408808,3,0,0.108873443,0,home,0,18,12,1690,3682,23216,9556,2511.166667,0.664646846,3,13660,0.222377,0.209352349,842.3110659,0.494714701,53.0,0
29,43973,577,employed,bachelor,5,42414,48,single,0,rent,186,0.304662422,3,0,0.451549114,0,auto,0,22,8,12990,303,161204,10364,3664.416667,0.731764662,2,150840,0.248914,0.20755058,1307.79756,0.407649483,54.0,0
37,40358,597,employed,associate,14,55661,36,married,2,rent,328,0.196723256,2,1,0.220119826,0,other,0,18,28,1605,1297,34229,21004,3363.166667,0.87232821,6,13225,0.242161,0.22754776,2147.514163,0.736066454,52.0,0
42,36065,623,employed,master,19,12380,60,widowed,2,mortgage,238,0.339671885,2,1,0.181324457,0,auto,0,31,3,5529,1416,56635,41939,3005.416667,0.717587779,8,14696,0.20588,0.23699061,353.988212,0.196973757,51.0,0
27,31524,572,unemployed,bachelor,3,13797,60,single,1,other,266,0.450857428,5,0,0.285173387,0,debt consolidation,0,23,3,19009,2292,166147,29047,2627.0,0.785170476,6,137100,0.232797,0.2793564,429.0453749,0.264577607,56.0,0
22,25220,542,employed,associate,0,16409,24,married,0,mortgage,742,0.411060226,2,0,0.394555923,0,other,0,30,2,3877,1233,43523,13352,2101.666667,0.701074107,2,30171,0.220409,0.217566,849.2975989,0.757159841,61.0,0
32,132452,546,employed,high school,7,36024,48,married,3,mortgage,220,0.240680858,2,1,0.087493002,0,auto,0,25,15,3564,482,91018,43148,11037.66667,0.747787852,6,47870,0.258024,0.283492221,1262.722675,0.134332982,48.0,0
49,41970,620,employed,bachelor,27,21500,36,married,0,own,909,0.192227315,0,2,0.433775053,0,education,1,26,29,1680,398,151318,32384,3497.5,0.765974739,4,118934,0.1965,0.226876234,828.7626178,0.496858504,55.0,0
35,15000,569,employed,high school,12,35250,48,single,2,mortgage,389,0.011464598,5,1,0.181668912,0,education,0,26,9,2348,3143,97523,6721,1250.0,0.788001315,6,90802,0.24575,0.232089469,1133.853579,1.218282863,50.0,0
45,86228,589,unemployed,associate,25,19148,36,divorced,4,rent,919,0.031327954,5,0,0.256172003,0,debt consolidation,1,22,4,1973,3442,66793,52946,7185.666667,0.810295147,7,13847,0.209648,0.208561398,719.988628,0.22809138,62.0,0
37,37773,570,employed,high school,16,22092,36,divorced,1,other,431,0.065646803,2,0,0.273051328,0,home,0,25,3,4384,524,78873,56819,3147.75,0.752853278,4,22054,0.222092,0.203585442,825.0593876,0.399034036,55.0,0
45,53074,464,employed,associate,19,36370,108,married,0,mortgage,291,0.396428701,3,1,0.457674513,0,other,0,28,19,2501,1950,40756,35948,4422.833333,0.930045882,9,4808,0.34937,0.38067519,1194.732261,0.335923185,56.0,0
31,47680,521,employed,master,7,12480,48,married,0,mortgage,532,0.302155243,5,3,0.229050892,0,home,0,23,7,1415,278,20390,60311,3973.333333,0.939750321,7,7599,0.24698,0.259953493,420.7593364,0.239788424,54.0,0
23,48999,585,employed,bachelor,2,13929,108,divorced,4,mortgage,489,0.099072495,3,1,0.268554771,0,education,0,26,12,1924,15732,163445,20863,4083.25,0.956597984,2,142582,0.266429,0.283964481,358.2679962,0.207498438,48.0,0
54,65410,598,employed,high school,32,29246,48,married,4,mortgage,131,0.439442013,1,1,0.128681921,0,debt consolidation,0,20,21,12138,1491,33170,7402,2849.0,0.645159359,4,25768,0.225246,0.22449909,928.5849997,0.371914707,51.0,0
39,89887,616,employed,high school,16,28715,60,single,1,rent,229,0.469849214,1,0,0.12978731,0,debt consolidation,0,34,29,6402,681,12166,25450,7490.583333,0.864165418,7,4409,0.225715,0.257756667,855.9311071,0.144839335,47.0,0
42,49955,577,employed,high school,19,23149,36,married,0,own,202,0.213571339,1,0,0.194922655,0,auto,0,30,8,2023,328,99949,17492,4162.916667,0.838667114,3,82457,0.219649,0.20470165,865.8554277,0.256516167,50.0,0
47,55526,586,employed,high school,26,21665,48,single,1,rent,681,0.065611849,0,1,0.269093047,0,home,0,18,23,4558,2319,79866,36909,4627.166667,0.941142649,9,42957,0.223665,0.212278286,673.5294665,0.292734099,51.0,0
28,35229,612,employed,bachelor,0,35590,24,married,5,mortgage,512,0.197842143,2,0,0.151009527,0,debt consolidation,0,20,16,647,1563,190823,29147,2935.75,0.937531224,9,161676,0.20459,0.163672,1748.847878,0.77010913,43.0,0
41,59192,594,unemployed,high school,16,45608,36,divorced,4,mortgage,222,0.409336365,4,0,0.230115845,0,auto,0,18,1,21084,3449,67609,9196,4932.666667,0.844395236,3,58413,0.233608,0.200682644,1696.543489,0.388946511,58.0,0
63,28495,619,employed,high school,39,15901,36,single,0,mortgage,223,0.361762652,2,1,0.722657288,0,education,0,30,5,1655,366,43844,40523,2374.583333,0.635209548,5,3321,0.191401,0.2296812,615.2591034,0.353013134,59.0,0
50,44572,555,employed,master,27,19514,36,single,3,rent,936,0.467850677,2,0,0.417121577,0,education,0,29,18,4143,2613,14080,26529,3714.333333,0.713536413,3,2881,0.227014,0.1816112,707.0560813,0.442355581,58.0,0
44,61707,545,employed,high school,20,34227,36,single,4,own,725,0.303628425,2,0,0.399484677,0,home,0,20,1,1381,472,16173,9517,5142.25,0.65815974,5,6656,0.246727,0.248964231,1358.985289,0.405267206,58.0,0
26,24227,560,employed,bachelor,5,14188,36,married,2,rent,366,0.235311482,1,4,0.168748851,0,home,0,27,13,6434,2953,144505,7651,2018.916667,0.757640742,2,136854,0.219188,0.220052683,541.8848189,0.4496891,48.0,0
46,35240,594,employed,bachelor,22,8799,84,married,3,own,545,0.153279883,1,2,0.365948935,0,home,0,23,14,464,1747,131402,23928,2936.666667,0.961445848,6,107474,0.236799,0.222325268,207.3900972,0.256205481,50.0,0
36,118203,500,unemployed,bachelor,10,25449,36,married,2,own,664,0.124819531,5,1,0.470172295,0,other,1,23,1,12621,1520,17593,190098,9850.25,0.899107751,3,6466,0.260449,0.260269964,1025.722017,0.171541029,67.0,0
30,15000,533,employed,associate,8,11173,108,widowed,1,mortgage,662,0.245973071,4,1,0.112589903,0,home,0,21,21,807,819,103105,33608,1250.0,0.621566754,4,69497,0.289673,0.316968375,313.9160514,0.780732841,50.0,0
23,37854,573,employed,bachelor,0,13855,120,single,0,own,212,0.204567088,3,1,0.289195456,0,education,0,21,21,3287,2868,138770,44084,3154.5,0.692674648,7,94686,0.282355,0.297468646,362.6547642,0.182169841,51.0,0
41,61251,568,employed,high school,18,15662,60,married,0,other,708,0.340240959,2,1,0.183896221,0,home,0,17,14,3645,1494,127052,18826,5104.25,0.789072789,1,108226,0.236662,0.240047934,450.6074581,0.226988776,46.0,0
35,44515,618,employed,associate,13,40799,60,single,3,rent,340,0.174450252,4,1,0.385731738,0,debt consolidation,0,21,24,2019,146,313756,52767,3709.583333,0.956803507,6,260989,0.236799,0.223584183,1135.153935,0.397660277,45.0,0
43,21084,564,employed,master,20,19275,12,married,3,rent,267,0.176672934,6,1,0.143563308,0,education,0,32,16,5548,1432,32446,22698,1757.0,0.829433922,2,9748,0.202275,0.197765631,1783.469545,1.167028768,51.0,0
50,34828,566,employed,high school,29,20233,60,married,2,mortgage,134,0.360449012,2,2,0.275509564,0,home,0,22,24,2529,722,148979,9508,2902.333333,0.881262118,4,139471,0.242233,0.261316419,607.3633536,0.255437012,49.0,0
50,42826,546,employed,high school,23,25984,72,married,0,rent,721,0.062028302,5,4,0.117074611,1,debt consolidation,1,34,18,12408,3005,206732,11621,3568.833333,0.617061537,3,195111,0.267984,0.294492626,772.5048252,0.41848545,64.0,0
28,39124,550,employed,master,5,32099,36,single,1,mortgage,338,0.240956562,4,1,0.089208354,0,debt consolidation,0,22,11,403,366,158719,71463,3260.333333,0.792501254,5,87256,0.242099,0.243705841,1265.589534,0.491848339,49.0,0
38,32141,611,employed,high school,14,23143,60,married,1,mortgage,383,0.314074772,1,1,0.469499816,0,home,0,29,16,3768,487,201766,6518,2678.416667,0.633014511,4,195248,0.222643,0.186798711,596.2729678,0.365616366,50.0,0
28,17282,593,employed,master,8,13316,72,married,3,own,484,0.169950479,1,1,0.137861981,0,education,0,28,26,3024,868,135713,12997,1440.166667,0.910720466,4,122716,0.231816,0.20329428,321.5036782,0.559312819,47.0,0
50,35890,554,employed,associate,25,16316,84,single,1,mortgage,180,0.310434269,3,1,0.20813962,0,debt consolidation,0,26,28,2025,396,24572,4819,2990.833333,0.860638068,4,19753,0.264316,0.291005316,456.6954237,0.212882282,53.0,0
18,22601,510,employed,associate,0,15047,60,single,3,mortgage,182,0.208562915,3,1,0.033572212,0,education,0,23,20,864,598,43996,76693,1883.416667,0.924220409,9,7076,0.265047,0.28888523,476.5992319,0.349683234,52.0,0
65,20519,608,employed,high school,44,20695,36,divorced,5,own,632,0.051194831,1,0,0.284139826,0,home,0,27,16,1748,328,28481,62541,1709.916667,0.851182263,7,9472,0.201695,0.192682062,761.4055946,0.814896785,50.0,0
44,72912,585,employed,bachelor,23,23614,24,married,4,mortgage,833,0.293930166,6,1,0.381244754,0,debt consolidation,0,24,10,1424,202,87508,142560,6076.0,0.672063941,3,10239,0.206114,0.206583004,1209.461166,0.336152266,54.0,0
33,41769,610,employed,bachelor,13,30567,120,married,1,rent,216,0.212105032,1,0,0.543007424,0,home,0,21,17,5175,1223,14583,24608,3480.75,0.637664983,6,5948,0.280567,0.31145377,831.777581,0.301020637,56.0,0
55,32136,648,employed,bachelor,30,18473,48,single,2,rent,460,0.521446903,6,1,0.090864397,0,home,1,27,20,6734,433,29614,4416,2678.0,0.639204403,2,25198,0.189473,0.190771167,553.0968963,0.378303546,55.0,0
45,23775,606,employed,high school,25,32883,72,married,0,other,305,0.417014017,5,0,0.380650161,0,education,0,25,18,1892,5958,13170,10982,1981.25,0.892359124,7,2188,0.244883,0.239066857,863.8434079,0.589952509,54.0,0
45,41756,594,self-employed,associate,19,27006,36,married,2,rent,315,0.381653465,4,1,0.374649556,0,education,0,24,8,1549,3803,39201,81222,3479.666667,0.900703383,5,10516,0.215006,0.21059917,1018.283861,0.383164248,59.0,0
21,15424,555,employed,associate,0,20398,60,married,1,mortgage,654,0.330534737,3,0,0.166119401,0,education,0,21,15,14180,375,14555,17325,1285.333333,0.919368621,4,4096,0.247898,0.252252609,601.4050959,0.976715583,52.0,0
75,32510,627,employed,associate,52,26504,60,single,1,rent,471,0.332756912,4,1,0.4157614,0,auto,0,11,24,5005,424,72020,21917,2709.166667,0.777975917,7,50103,0.218004,0.214799394,724.1962649,0.441167492,52.0,0
24,63162,606,employed,doctorate,0,36534,72,married,2,own,411,0.302114702,2,0,0.538470718,0,home,0,19,6,271,1668,104741,35767,5263.5,0.588260198,4,68974,0.248534,0.235665171,952.2334147,0.258997514,55.0,0
41,75368,613,employed,high school,19,18027,72,widowed,2,other,437,0.226759904,5,0,0.298907884,1,debt consolidation,0,26,1,5754,2049,86771,36119,6280.666667,0.6072918,4,50652,0.226527,0.2382168,472.6442609,0.144832437,63.0,0
55,94410,608,employed,bachelor,31,28688,36,single,3,mortgage,203,0.131556046,6,3,0.253253218,0,auto,1,26,11,10654,861,39301,10158,7867.5,0.875625644,7,29143,0.209688,0.240566961,1126.366254,0.168969336,53.0,0
52,46781,585,employed,bachelor,31,13238,24,divorced,0,other,652,0.213595348,2,1,0.126109488,0,debt consolidation,0,28,10,2035,651,38575,7017,3898.416667,0.866155253,4,31558,0.195738,0.212598385,681.9339571,0.342173264,51.0,0
58,42523,648,employed,associate,36,32815,72,single,0,mortgage,582,0.200661129,4,0,0.145994368,0,education,0,22,14,2462,583,53379,6698,3543.583333,0.887583869,7,46681,0.223815,0.22431116,832.9320611,0.39929414,48.0,0
48,41208,468,employed,high school,27,16996,24,single,2,mortgage,263,0.358105686,4,1,0.268001745,0,home,0,23,17,2276,76,29867,14325,3434.0,0.769515169,9,15542,0.257996,0.284624511,936.894746,0.349416059,53.0,0
61,77108,657,employed,high school,42,33912,36,divorced,1,other,484,0.464189284,3,1,0.317669667,0,other,0,26,23,5217,750,83882,6037,6425.666667,0.76089183,2,77845,0.190412,0.17777162,1222.212466,0.265530809,47.0,0
52,15000,673,employed,bachelor,32,47864,48,married,2,mortgage,359,0.551655743,2,0,0.176665627,0,auto,0,22,13,2854,340,20085,6087,1250.0,0.778284242,4,13998,0.206364,0.181438758,1409.60602,1.414884816,47.0,0
28,34929,618,self-employed,associate,8,10886,60,divorced,0,mortgage,276,0.161638773,2,1,0.214925549,0,other,0,37,9,1483,1514,47087,248579,2910.75,0.787537406,5,10188,0.206886,0.230687324,307.3115029,0.200399039,53.0,0
41,30658,558,employed,bachelor,16,31472,36,single,5,own,964,0.182904328,3,0,0.093998491,0,education,0,21,19,3039,2347,195728,25245,2554.833333,0.932938755,3,170483,0.237472,0.274311969,1292.142684,0.88308801,46.0,0
43,36025,610,employed,bachelor,18,46875,12,single,1,rent,448,0.467368707,3,0,0.384809033,0,auto,0,23,3,1401,2648,54916,45590,3002.083333,0.941916354,3,9326,0.206875,0.215885392,4377.959404,1.60753679,56.0,0
35,69489,562,employed,doctorate,13,55862,60,single,1,mortgage,575,0.033095588,2,2,0.347581769,0,auto,0,12,28,4684,417,14847,16185,5790.75,0.670621105,6,7373,0.279862,0.268363872,1700.305961,0.392920772,53.0,0
56,31253,657,employed,bachelor,29,8696,120,divorced,0,other,478,0.44765067,3,4,0.223335628,0,other,1,31,24,11233,2000,67212,7033,2604.416667,0.830535384,6,60179,0.235196,0.247221452,196.1269122,0.258839886,52.0,0
52,16492,573,employed,high school,30,34963,36,single,3,own,603,0.364630256,3,1,0.326951957,0,home,1,16,18,10541,305,13850,35861,1374.333333,0.982241755,1,4991,0.233463,0.268274027,1424.13652,1.474996255,62.0,0
53,62323,553,employed,bachelor,30,20965,96,married,2,mortgage,277,0.765463697,1,0,0.523480884,0,home,0,19,14,3931,362,26742,71577,5193.583333,0.91275286,6,10054,0.279465,0.263512417,525.7087806,0.154557794,60.0,0
52,91702,627,employed,doctorate,30,18310,36,widowed,1,rent,233,0.416794102,1,1,0.254683615,0,debt consolidation,1,21,8,8090,4297,54480,56265,7641.833333,0.845284464,9,7026,0.18981,0.20041379,680.8513155,0.11958535,56.0,0
39,66326,626,employed,associate,17,17787,36,single,1,rent,265,0.443149931,0,1,0.303064996,0,home,0,24,6,51185,560,51745,122209,5527.166667,0.730560566,2,1064,0.189787,0.194937573,656.4495471,0.166712821,54.0,0
80,51166,641,unemployed,doctorate,53,26447,60,married,0,rent,440,0.198761195,4,3,0.431115733,1,auto,0,19,2,2115,3478,222417,43714,4263.833333,0.877062833,3,178703,0.210947,0.192689347,689.9692722,0.265012533,67.0,0
44,21725,630,employed,bachelor,22,38766,48,single,0,rent,206,0.190232539,6,1,0.427326576,0,auto,0,10,13,2332,494,90534,37492,1810.416667,0.843844102,8,53042,0.218766,0.239370718,1262.494508,0.811136207,52.0,0
29,80875,519,employed,associate,7,24432,48,married,0,rent,386,0.083024582,1,5,0.271937856,0,auto,0,26,12,10418,3467,108954,23654,6739.583333,0.685139965,7,85300,0.259932,0.306988403,889.6566767,0.18927827,48.0,0
31,31626,541,employed,master,7,10271,84,married,3,mortgage,256,0.307506547,4,1,0.322341412,0,auto,0,26,14,1700,214,100159,29394,2635.5,0.823039479,2,70765,0.264771,0.258148832,265.3509895,0.197818626,53.0,0
23,46277,544,employed,associate,0,12367,36,married,5,mortgage,273,0.097354595,3,1,0.333810845,0,home,0,34,14,3976,1003,27085,14433,3856.416667,0.982929103,4,12652,0.225367,0.214192071,468.5936293,0.19230122,54.0,0
45,60464,598,self-employed,bachelor,23,33441,120,married,4,own,337,0.046296927,4,1,0.319493145,0,other,0,24,5,2002,316,34416,34709,5038.666667,0.725173842,4,4095,0.289441,0.269521707,807.2516018,0.227094126,58.0,0
39,69010,620,employed,associate,13,16720,108,single,0,rent,490,0.136931978,2,2,0.366484126,0,debt consolidation,0,27,10,1068,150,25686,7672,5750.833333,0.675845702,6,18014,0.25172,0.232083224,370.1302019,0.149566185,50.0,0
50,32445,562,self-employed,bachelor,27,12714,60,married,0,rent,266,0.258655092,3,1,0.469989372,1,debt consolidation,0,33,20,1266,3328,212528,7017,2703.75,0.856505353,6,205511,0.236714,0.244297834,368.9344597,0.234834752,68.0,0
31,68799,580,employed,high school,8,25926,24,married,1,mortgage,329,0.380858226,2,1,0.31568873,1,auto,0,20,26,6440,220,165325,8318,5733.25,0.914073776,3,157007,0.210926,0.178939618,1293.004331,0.282911844,62.0,0
51,57519,593,employed,master,32,17623,48,married,2,mortgage,797,0.287958062,0,1,0.504014912,0,other,0,24,12,1572,1331,16850,25350,4793.25,0.809524875,2,7682,0.216123,0.242032376,576.5240068,0.286553801,58.0,0
48,39330,532,self-employed,bachelor,25,18096,48,divorced,4,own,163,0.343090885,1,2,0.097297568,0,home,0,25,13,3689,2527,16384,28301,3277.5,0.873357426,6,1821,0.247096,0.227027004,577.0598181,0.225800097,54.0,0
29,53454,539,employed,associate,7,21456,24,married,1,rent,816,0.113384416,1,1,0.223835689,0,debt consolidation,0,26,13,875,376,11265,6474,4454.5,0.79394289,2,4791,0.226956,0.256779184,1152.450228,0.441901499,51.0,0
62,33816,627,employed,bachelor,36,12067,60,married,3,mortgage,296,0.102871416,6,0,0.291683043,0,debt consolidation,0,27,8,8274,2295,49733,20092,2818.0,0.944371272,5,29641,0.203567,0.194915538,316.2974526,0.217280856,50.0,0
43,49958,568,employed,associate,23,21003,24,married,3,other,358,0.267728024,6,0,0.464665717,0,education,0,24,22,32774,2546,149366,48678,4163.166667,0.934797972,6,100688,0.212003,0.224389521,1094.154998,0.3488102,53.0,0
28,15000,571,employed,high school,7,16095,24,married,1,mortgage,580,0.130547121,4,2,0.159663191,1,auto,0,31,14,2026,1094,143395,45501,1250.0,0.888527106,6,97894,0.205595,0.164476,791.5077963,1.097206237,61.0,0
30,28303,602,employed,high school,4,29970,36,single,2,mortgage,264,0.473501661,3,2,0.185638396,0,education,0,22,27,4071,864,27915,27752,2358.583333,0.857391791,4,9020,0.21397,0.240482295,1176.567662,0.610776665,50.0,0
58,31081,619,self-employed,bachelor,33,18080,96,divorced,0,mortgage,452,0.126959916,3,0,0.483499093,0,education,0,29,29,444,1812,219912,19964,2590.083333,0.786529526,5,199948,0.24358,0.24599241,432.2467173,0.341397015,52.0,0
31,43141,594,employed,master,5,28334,36,single,1,mortgage,498,0.080453772,7,2,0.596606582,0,home,1,22,1,7027,2363,40344,23479,3595.083333,0.905523244,9,16865,0.216334,0.24595407,1120.500748,0.450198395,68.0,0
52,66035,633,employed,high school,30,18418,84,single,4,rent,247,0.191946007,3,1,0.593197237,0,auto,0,25,13,644,1838,69062,2333,5502.916667,0.408336665,5,66729,0.226918,0.1815344,388.7647465,0.115532323,52.0,0
37,29503,576,employed,high school,14,18886,60,married,4,mortgage,527,0.853358954,4,1,0.251571629,0,debt consolidation,0,27,27,16163,1695,291811,9046,2458.583333,0.825182354,5,282765,0.235886,0.236025415,538.9635595,0.433568204,51.0,0
24,37252,573,employed,associate,2,22334,36,single,3,mortgage,315,0.652672537,0,1,0.298305969,0,home,0,27,15,3417,1642,479289,30739,3104.333333,0.668295872,6,448550,0.220834,0.210316995,841.7984998,0.372639912,49.0,0
47,33943,632,self-employed,master,24,22146,48,single,1,own,402,0.406260906,1,0,0.560671426,0,auto,0,22,11,4240,1553,39054,9861,2828.583333,0.734282357,4,29193,0.201146,0.202883274,677.3175385,0.381575302,60.0,0
41,52793,563,employed,high school,17,21490,60,married,3,rent,180,0.602338424,2,2,0.637372933,0,education,0,31,9,5471,1210,27655,5924,4399.416667,0.558752115,2,21731,0.24499,0.293988,687.3596824,0.197153338,61.0,0
22,95157,610,employed,master,0,40536,24,married,0,mortgage,274,0.122587151,4,0,0.16261618,0,debt consolidation,1,20,26,26284,2328,48237,17734,7929.75,0.477241534,2,30503,0.210536,0.19287468,2049.029711,0.292951191,51.0,0
33,34534,597,employed,associate,6,11971,60,married,1,own,669,0.159379932,1,1,0.628537875,0,education,0,19,14,3140,1253,125257,16928,2877.833333,0.914384614,8,108329,0.218471,0.233680991,340.00465,0.350612608,54.0,0
18,17635,609,employed,bachelor,0,22880,48,married,4,rent,558,0.122684623,2,0,0.475006063,0,debt consolidation,0,34,11,2941,574,43202,133688,1469.583333,0.937173725,6,1293,0.21338,0.202106788,698.8175193,0.855220314,54.0,0
39,21281,566,employed,associate,16,20957,60,single,4,own,544,0.349066178,4,0,0.184171525,0,education,0,22,16,6320,937,66394,33903,1773.416667,0.73001079,4,32491,0.242957,0.210331236,567.3478201,0.62667045,52.0,0
55,29760,640,unemployed,bachelor,31,14118,36,married,0,mortgage,430,0.733244116,3,0,0.474529149,0,education,0,25,18,5006,379,109139,15101,2480.0,0.785241445,9,94038,0.179118,0.170963758,504.0226334,0.37662203,58.0,0
37,24482,562,employed,associate,13,13374,24,divorced,1,own,309,0.525968901,4,4,0.070840863,0,auto,0,25,8,16790,989,20748,141356,2040.166667,0.874071645,5,3549,0.207374,0.215270342,690.6987157,0.490008357,54.0,0
35,25844,511,self-employed,associate,13,17494,72,single,0,mortgage,234,0.20042933,3,1,0.274741867,0,home,0,17,11,2816,1333,70203,50226,2153.666667,0.555122944,9,19977,0.276994,0.27279691,496.002541,0.338957998,57.0,0
43,59469,587,employed,bachelor,22,22243,48,married,2,rent,745,0.15176856,3,0,0.26093328,0,home,0,18,24,5216,4158,59863,62834,4955.75,0.941315764,4,6724,0.223743,0.235652009,719.8264025,0.295581174,51.0,0
25,41633,520,employed,high school,0,18398,48,single,2,own,893,0.296173534,7,3,0.251171045,0,debt consolidation,0,16,10,1155,963,50407,24958,3469.416667,0.77725989,7,25449,0.253398,0.240155212,599.9664486,0.430322037,53.0,0
44,114980,546,employed,high school,25,40248,72,married,1,other,222,0.083328177,5,0,0.147698658,0,home,0,18,11,19889,883,38034,33879,9581.666667,0.71705171,6,4155,0.282248,0.266368471,1124.940206,0.14057473,48.0,0
39,41563,621,employed,bachelor,17,12621,36,married,1,other,228,0.404992073,0,1,0.375958788,0,home,0,24,7,4886,995,108884,33454,3463.583333,0.832464113,5,75430,0.187121,0.191386647,463.5209451,0.199654773,52.0,0
54,35209,596,employed,high school,29,32918,48,married,3,own,642,0.057293187,4,1,0.241160995,0,debt consolidation,0,31,29,3330,1964,209393,22339,2934.083333,0.885882376,4,187054,0.229918,0.200676245,1002.893086,0.560615667,48.0,0
44,38344,560,employed,bachelor,22,19694,60,divorced,2,mortgage,367,0.224549488,5,2,0.46286557,0,education,0,35,9,2716,513,59290,10773,3195.333333,0.826803703,1,48517,0.244694,0.220488967,544.4745093,0.285251776,58.0,0
27,96088,406,employed,bachelor,3,38498,60,married,0,rent,390,0.718649703,0,4,0.125589687,0,other,0,17,1,3994,2661,162273,15963,8007.333333,0.852373205,4,146310,0.340498,0.30571218,1259.082361,0.205946511,51.0,0
51,44928,609,employed,bachelor,27,17059,48,divorced,1,own,178,0.669762835,4,1,0.078095623,0,debt consolidation,0,15,18,1691,721,29467,3831,3744.0,0.720764761,2,25636,0.207559,0.214131735,532.042179,0.189648018,50.0,0
46,49698,554,employed,associate,20,19698,60,single,0,other,264,0.139265802,2,0,0.539715589,0,debt consolidation,0,18,5,22781,856,51599,5020,4141.5,0.824255132,4,46579,0.247698,0.264260688,594.7461629,0.207351482,60.0,0
66,26037,605,employed,high school,43,29194,108,married,1,own,401,0.065970916,3,1,0.340501739,0,auto,0,13,22,4837,3169,38167,24984,2169.75,0.896191285,3,13183,0.271694,0.268464754,719.0454486,0.516209447,52.0,0
47,100682,576,employed,high school,24,22155,72,single,2,mortgage,739,0.245443449,3,0,0.348166801,0,debt consolidation,0,27,9,6070,6219,52227,8122,8390.166667,0.829432445,8,44105,0.249155,0.275415379,631.8033609,0.163382137,54.0,0
36,29126,553,employed,high school,17,14708,72,single,1,rent,485,0.171243748,1,0,0.110201071,0,auto,0,29,28,9296,215,19449,18860,2427.166667,0.772009452,7,2740,0.253208,0.248355286,394.7089214,0.362442734,51.0,0
18,68702,483,employed,high school,0,26342,96,married,2,other,505,0.196752997,4,1,0.463029577,0,other,0,28,28,724,1923,84128,36525,5725.166667,0.770985386,7,47603,0.319842,0.342961725,806.7971989,0.229128212,55.0,0
51,67872,615,employed,bachelor,29,57981,72,single,0,other,192,0.223347477,3,2,0.434075646,0,auto,0,21,25,2865,950,49381,11205,5656.0,0.777300153,5,38176,0.265481,0.253405261,1573.981652,0.312231551,53.0,0
